rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,vector,x,y,z
1501822123031317949,,10,,1501822123,31317949,"""map""",,-0.0211074878756,0.0507603759548,0.000993153403053
1501822123036323070,,74,,1501822123,36323070,"""map""",,-0.0209930019642,0.0525056008816,0.00139311130758
1501822123041313886,,92,,1501822123,41313886,"""map""",,-0.0207833259791,0.0535963959788,0.00187118595014
1501822123046319007,,162,,1501822123,46319007,"""map""",,-0.020543869018,0.0542500100728,0.002043524963
1501822123051310062,,183,,1501822123,51310062,"""map""",,-0.0200469482007,0.0539909078287,0.00209502243754
1501822123056314945,,249,,1501822123,56314945,"""map""",,-0.0200386087516,0.0542398589716,0.00190954929258
1501822123061312913,,271,,1501822123,61312913,"""map""",,-0.0191563687505,0.0542798672415,0.0015048767424
1501822123066318035,,335,,1501822123,66318035,"""map""",,-0.0186046808558,0.0547613791047,0.00129132584051
1501822123071316003,,357,,1501822123,71316003,"""map""",,-0.0182461380794,0.0557644203057,0.00154843418863
1501822123076320886,,421,,1501822123,76320886,"""map""",,-0.0183583644075,0.0567504116994,0.00204664090876
1501822123086330890,,496,,1501822123,86330890,"""map""",,-0.0179207238755,0.059352263697,0.00210239065041
1501822123091317892,,519,,1501822123,91317892,"""map""",,-0.0176722345412,0.0599701883854,0.00187615873906
1501822123096323013,,583,,1501822123,96323013,"""map""",,-0.0171053536685,0.0603304865713,0.00147668923703
1501822123101306915,,606,,1501822123,101306915,"""map""",,-0.0166879268041,0.0604938432897,0.000964917741109
1501822123106312036,,670,,1501822123,106312036,"""map""",,-0.0164158302639,0.0604663158693,0.000550978758128
1501822123111316919,,692,,1501822123,111316919,"""map""",,-0.0157874029745,0.060561457353,0.000155374513368
1501822123116322040,,728,,1501822123,116322040,"""map""",,-0.0157148350799,0.0603864635001,0.000149527703487
1501822123121309995,,750,,1501822123,121309995,"""map""",,-0.0160456989664,0.0609784363232,4.87696692861e-05
1501822123126315116,,814,,1501822123,126315116,"""map""",,-0.0160627926257,0.0613187426046,-5.27558494885e-05
1501822123131309986,,836,,1501822123,131309986,"""map""",,-0.0157958504473,0.0625526376574,-0.000530543698371
1501822123136315107,,901,,1501822123,136315107,"""map""",,-0.0155178053051,0.0630549498399,-0.000835620320819
1501822123141313076,,922,,1501822123,141313076,"""map""",,-0.014999622902,0.0642731940694,-0.00130819191067
1501822123146317958,,989,,1501822123,146317958,"""map""",,-0.014707349687,0.0653783116655,-0.00164965310844
1501822123151314973,,1010,,1501822123,151314973,"""map""",,-0.0144729198087,0.0659334990677,-0.00165883327419
1501822123156320095,,1076,,1501822123,156320095,"""map""",,-0.0147443017791,0.0662231545677,-0.0015834614918
1501822123181322097,,1113,,1501822123,181322097,"""map""",,-0.0147954624386,0.067310435653,-0.00341107927317
1501822123186326980,,1178,,1501822123,186326980,"""map""",,-0.0143181514944,0.0682870791506,-0.00338290678667
1501822123191324949,,1191,,1501822123,191324949,"""map""",,-0.0144327870496,0.0698081771664,-0.00327871846358
1501822123201319932,,1255,,1501822123,201319932,"""map""",,-0.0144154525476,0.0723800390601,-0.00316179681239
1501822123206325054,,1318,,1501822123,206325054,"""map""",,-0.0140103732217,0.0731000898023,-0.00334757760576
1501822123211316108,,1341,,1501822123,211316108,"""map""",,-0.0139164319189,0.0733226972263,-0.00353537216669
1501822123216320991,,1403,,1501822123,216320991,"""map""",,-0.0131234007972,0.0737021711138,-0.00391275737329
1501822123226330995,,1462,,1501822123,226330995,"""map""",,-0.0134804632303,0.0741091892824,-0.00381736505399
1501822123231336116,,1484,,1501822123,231336116,"""map""",,-0.0134916845762,0.0746238861789,-0.00359439574171
1501822123241336107,,1554,,1501822123,241336107,"""map""",,-0.0134883136665,0.0766670040352,-0.00343853212332
1501822123246340990,,1609,,1501822123,246340990,"""map""",,-0.013847423918,0.0775985364824,-0.00336795393292
1501822123251327991,,1627,,1501822123,251327991,"""map""",,-0.0132764156709,0.0786173332961,-0.00368755750462
1501822123256333112,,1693,,1501822123,256333112,"""map""",,-0.0134306530635,0.0794379540096,-0.00381672565054
1501822123261332988,,1712,,1501822123,261332988,"""map""",,-0.0127552233871,0.0801144822555,-0.00391527303361
1501822123266338109,,1779,,1501822123,266338109,"""map""",,-0.0120531582236,0.0807142702282,-0.00381459908922
1501822123271338939,,1799,,1501822123,271338939,"""map""",,-0.0120352337456,0.0815230733486,-0.00348440370266
1501822123276344060,,1865,,1501822123,276344060,"""map""",,-0.0120666943412,0.0816940699304,-0.0029730071293
1501822123281330108,,1885,,1501822123,281330108,"""map""",,-0.0117318470317,0.0817880211235,-0.00270998795977
1501822123286334991,,1951,,1501822123,286334991,"""map""",,-0.0115247838163,0.0825611894617,-0.00270763827257
1501822123291340112,,1973,,1501822123,291340112,"""map""",,-0.0114693768746,0.0830026034464,-0.00262852211856
1501822123296344995,,2020,,1501822123,296344995,"""map""",,-0.0112584196358,0.0838829434285,-0.00260285538978
1501822123301337957,,2043,,1501822123,301337957,"""map""",,-0.0114209383443,0.0853944677627,-0.00244415335311
1501822123306343078,,2107,,1501822123,306343078,"""map""",,-0.0116333676425,0.0869912701429,-0.00224051130014
1501822123311328887,,2129,,1501822123,311328887,"""map""",,-0.0115706769292,0.0882873925358,-0.00197160630512
1501822123316334009,,2185,,1501822123,316334009,"""map""",,-0.0111857302709,0.0888741433918,-0.00174533301368
1501822123321332931,,2208,,1501822123,321332931,"""map""",,-0.0108634247332,0.0893993015693,-0.00166150647497
1501822123326338052,,2271,,1501822123,326338052,"""map""",,-0.0105580236793,0.0898037790438,-0.00180208632323
1501822123331326961,,2294,,1501822123,331326961,"""map""",,-0.0100119921651,0.0899744437464,-0.0018942436073
1501822123336332082,,2357,,1501822123,336332082,"""map""",,-0.00966885802835,0.0909045161404,-0.00200080933419
1501822123341336965,,2380,,1501822123,341336965,"""map""",,-0.00899672103605,0.0920540544323,-0.00191993016556
1501822123346342086,,2444,,1501822123,346342086,"""map""",,-0.00898011657341,0.0931154196162,-0.00143752886476
1501822123351334095,,2466,,1501822123,351334095,"""map""",,-0.00881491874642,0.0944812727031,-0.000902908516078
1501822123356338977,,2531,,1501822123,356338977,"""map""",,-0.00889072769529,0.0959901365548,-0.00056763195916
1501822123361336946,,2553,,1501822123,361336946,"""map""",,-0.00864947561069,0.0970194548572,-0.000466482706469
1501822123366342067,,2618,,1501822123,366342067,"""map""",,-0.00850387063358,0.0984493313129,-0.000769879327062
1501822123371330976,,2639,,1501822123,371330976,"""map""",,-0.00791795164222,0.0994278076295,-0.00114997401708
1501822123376336097,,2705,,1501822123,376336097,"""map""",,-0.00761318736787,0.100377710906,-0.00129734377454
1501822123381336927,,2726,,1501822123,381336927,"""map""",,-0.00713406059444,0.101174335228,-0.00133070524788
1501822123386342048,,2792,,1501822123,386342048,"""map""",,-0.0067541919943,0.101901103848,-0.00116688495392
1501822123391346931,,2814,,1501822123,391346931,"""map""",,-0.00648630720537,0.102729180612,-0.000903526818414
1501822123396352052,,2878,,1501822123,396352052,"""map""",,-0.00618113799272,0.1039579468,-0.000752789087067
1501822123401329994,,2898,,1501822123,401329994,"""map""",,-0.00561972630202,0.105253654334,-0.000905009346558
1501822123416344881,,2981,,1501822123,416344881,"""map""",,-0.00484912987597,0.108835804555,-0.00135299921364
1501822123421331882,,3000,,1501822123,421331882,"""map""",,-0.00421259136522,0.109912676718,-0.00142014977569
1501822123426337003,,3063,,1501822123,426337003,"""map""",,-0.0042483386967,0.111241611957,-0.00137643675067
1501822123431341886,,3086,,1501822123,431341886,"""map""",,-0.00323181441689,0.112553634884,-0.00146899364561
1501822123436347007,,3146,,1501822123,436347007,"""map""",,-0.00304003701167,0.113812686035,-0.00153651298205
1501822123441340923,,3169,,1501822123,441340923,"""map""",,-0.00303250394728,0.115262697837,-0.00163301169041
1501822123446346044,,3233,,1501822123,446346044,"""map""",,-0.00192890369305,0.116048202922,-0.00182885454562
1501822123451340913,,3256,,1501822123,451340913,"""map""",,-0.00171825655905,0.117027707924,-0.00196055415362
1501822123456346035,,3320,,1501822123,456346035,"""map""",,-0.00143340254833,0.117771017324,-0.00192292717112
1501822123461350917,,3342,,1501822123,461350917,"""map""",,-0.00140355421306,0.118655893057,-0.00204853121143
1501822123466356039,,3406,,1501822123,466356039,"""map""",,-0.00124829768741,0.119783603943,-0.00233713221575
1501822123471330881,,3428,,1501822123,471330881,"""map""",,-0.00103830522644,0.121172639596,-0.00254317130243
1501822123476336002,,3492,,1501822123,476336002,"""map""",,-0.000293326177861,0.122650958952,-0.00279056155573
1501822123481334924,,3514,,1501822123,481334924,"""map""",,-2.10626815322e-05,0.12417040008,-0.00282500932585
1501822123486340045,,3579,,1501822123,486340045,"""map""",,0.000507185922269,0.125237981188,-0.00285300271712
1501822123491341114,,3600,,1501822123,491341114,"""map""",,0.000487431899198,0.126388570026,-0.00300772040728
1501822123496345996,,3667,,1501822123,496345996,"""map""",,0.00114311108352,0.127180292755,-0.00324675481825
1501822123501351118,,3687,,1501822123,501351118,"""map""",,0.00159698575871,0.127965487295,-0.00347268401814
1501822123506356000,,3754,,1501822123,506356000,"""map""",,0.0023731353288,0.129144635767,-0.00367498148617
1501822123511360883,,3774,,1501822123,511360883,"""map""",,0.00282731934806,0.130789345075,-0.00385836702731
1501822123516366004,,3840,,1501822123,516366004,"""map""",,0.00370057988655,0.131776095934,-0.00384547582021
1501822123521370887,,3861,,1501822123,521370887,"""map""",,0.00415314770619,0.133384307054,-0.00379417495253
1501822123526376008,,3926,,1501822123,526376008,"""map""",,0.0043309322985,0.134495716657,-0.00365929379719
1501822123536345005,,4003,,1501822123,536345005,"""map""",,0.00527497067079,0.137205141411,-0.00393097949839
1501822123541349887,,4026,,1501822123,541349887,"""map""",,0.00616316385882,0.138495874899,-0.00425879702536
1501822123546355009,,4090,,1501822123,546355009,"""map""",,0.00606792220721,0.139877358622,-0.00441125923543
1501822123551359891,,4112,,1501822123,551359891,"""map""",,0.00714420416739,0.141097102068,-0.00461054484819
1501822123556365013,,4165,,1501822123,556365013,"""map""",,0.00733967187705,0.142012497773,-0.0045532757322
1501822123561369895,,4187,,1501822123,561369895,"""map""",,0.00815153097275,0.143021728031,-0.0045593998919
