rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1501822123701350927,,5319,,1501822123,701350927,"""map""",,,1294.55753804,-1777.46732074,-5.599805159,,0.00502387969778,0.0148641365916,0.586107069085,0.81008167591
1501822123751353025,,5750,,1501822123,751353025,"""map""",,,1294.55849242,-1777.45772035,-5.60015275163,,0.00500546828196,0.014831444515,0.58610083656,0.810086898378
1501822123801362037,,6171,,1501822123,801362037,"""map""",,,1294.56008266,-1777.44787685,-5.60054673205,,0.00502382619826,0.014807884591,0.58609318538,0.810092751341
1501822123851373910,,6512,,1501822123,851373910,"""map""",,,1294.56156683,-1777.43673126,-5.60100307718,,0.00504900360596,0.0147912469241,0.586095754878,0.810091039755
1501822123901367902,,6939,,1501822123,901367902,"""map""",,,1294.56331999,-1777.42475329,-5.60152230795,,0.0050699663634,0.0147612428945,0.586106627432,0.81008358978
1501822123951363086,,7370,,1501822123,951363086,"""map""",,,1294.56572527,-1777.41244341,-5.60215256996,,0.00509453244984,0.0147103012288,0.586106395722,0.810084529954
1501822124001374959,,7801,,1501822124,1374959,"""map""",,,1294.56800953,-1777.398744,-5.60283939961,,0.00513110637518,0.0146491416465,0.586103674024,0.810087376579
1501822124051366090,,8236,,1501822124,51366090,"""map""",,,1294.57095799,-1777.38467535,-5.60357983908,,0.00515221813611,0.0145799291309,0.586093797244,0.810095637038
1501822124101388931,,8660,,1501822124,101388931,"""map""",,,1294.57383873,-1777.36908428,-5.60434530177,,0.00516313675165,0.0144897521179,0.586087863625,0.810101478344
1501822124151381969,,9097,,1501822124,151381969,"""map""",,,1294.57706603,-1777.35252967,-5.60518026024,,0.00517701356383,0.0143809407093,0.5860875502,0.810103555464
1501822124201384067,,9405,,1501822124,201384067,"""map""",,,1294.5810145,-1777.33542036,-5.60607651638,,0.00519249955621,0.0142432023464,0.5860870537,0.81010624897
1501822124251394987,,9820,,1501822124,251394987,"""map""",,,1294.58489357,-1777.31669854,-5.60696002567,,0.00521049174984,0.0141047284852,0.58608968955,0.810106649283
1501822124301400899,,10226,,1501822124,301400899,"""map""",,,1294.58953292,-1777.29730671,-5.6078294018,,0.00523834837144,0.0140005770812,0.586075988284,0.810118188602
1501822124351414918,,10649,,1501822124,351414918,"""map""",,,1294.59406736,-1777.27621307,-5.60867727015,,0.00526294595956,0.0138942853423,0.586067117546,0.810126276555
1501822124386399984,,11048,,1501822124,386399984,"""map""",,,1294.59747771,-1777.26070902,-5.60926242042,,0.00527986119577,0.0138283342463,0.586053967184,0.810136808067
1501822124451400995,,11299,,1501822124,451400995,"""map""",,,1294.60481569,-1777.23075386,-5.61027149171,,0.00535798172231,0.0137392521817,0.586037162659,0.810149966959
1501822124496413946,,11709,,1501822124,496413946,"""map""",,,1294.60998098,-1777.20820551,-5.6108356563,,0.00543686261032,0.0137274332198,0.586023208909,0.810159735313
1501822124551424026,,12088,,1501822124,551424026,"""map""",,,1294.61720918,-1777.17932215,-5.61126682786,,0.00551948404122,0.0137770001405,0.586000205705,0.810174973988
1501822124601408958,,12514,,1501822124,601408958,"""map""",,,1294.62383274,-1777.15079829,-5.61154385989,,0.0055556630703,0.013828071973,0.585985739322,0.810184319982
